Row ID;Order ID;Order Date;Order Priority;Order Quantity;Sales;Discount;Ship Mode;Profit;Unit Price;Shipping Cost;Customer Name;Province;Region;Customer Segment;Product Category;Product Sub-Category;Product Name;Product Container;Product Base Margin;Ship Date
263;1825;04/12/2010;Medium;22;38,26;0,03;Regular Air;-2,34;1,76;0,7;Aaron Smayling;Quebec;Quebec;Small Business;Office Supplies;Pens & Art Supplies;Newell 310;Wrap Bag;0,56;06/12/2010
355;2467;15/07/2011;Not Specified;30;4147,47;0,09;Delivery Truck;586,61;145,45;17,85;Caroline Jumper;Quebec;Quebec;Corporate;Technology;Office Machines;Panasonic KX-P1150 Dot Matrix Printer;Jumbo Drum;0,56;16/07/2011
446;3014;29/10/2012;Not Specified;13;4002,14;0,02;Regular Air;1314,39;304,99;19,99;Pamela Stobb;Quebec;Quebec;Consumer;Office Supplies;Binders and Binder Accessories;Ibico Hi-Tech Manual Binding System;Small Box;0,4;31/10/2012
450;3073;07/01/2009;Medium;3;10,58;0,05;Regular Air;-11,58;1,98;4,77;Jasper Cacioppo;Quebec;Quebec;Home Office;Office Supplies;Binders and Binder Accessories;Avery Reinforcements for Hole-Punch Pages;Small Box;0,4;08/01/2009
464;3168;29/01/2012;Low;14;80,6;0,04;Regular Air;-4,20;5,28;3,96;Jasper Cacioppo;Quebec;Quebec;Home Office;Furniture;Office Furnishings;Master Big Foot© Doorstop, Beige;Wrap Bag;0,54;03/02/2012
469;3205;10/04/2012;Low;8;136,61;0,01;Regular Air;80,43;15,68;3,73;Alan Haines;Quebec;Quebec;Consumer;Furniture;Office Furnishings;Artistic Insta-Plaque;Small Pack;0,46;10/04/2012
520;3559;23/10/2012;Medium;34;136,67;0,07;Express Air;-117,92;3,81;5,44;Logan Haushalter;Quebec;Quebec;Corporate;Office Supplies;Binders and Binder Accessories;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue";Small Box;0,36;24/10/2012
523;3586;04/12/2010;High;32;383,57;0,06;Regular Air;70,51;12,58;5,16;Lena Cacioppo;Quebec;Quebec;Home Office;Furniture;Office Furnishings;DAX Copper Panel Document Frame, 5 x 7 Size;Small Box;0,43;05/12/2010
554;3750;29/04/2011;Medium;12;76,16;0,04;Regular Air;-24,03;5,98;5,2;Aaron Smayling;Quebec;Quebec;Small Business;Office Supplies;Paper;Xerox 1992;Small Box;0,36;01/05/2011
556;3778;25/05/2010;Critical;34;268,09;0,07;Regular Air;-63,76;8,32;2,38;Deirdre Greer;Quebec;Quebec;Home Office;Technology;Computer Peripherals;Imation 3.5 IBM Formatted Diskettes, 10/Box;Small Pack;0,74;27/05/2010
566;3841;04/10/2009;Not Specified;19;1184,45;0,02;Regular Air;-552,10;60,98;49;John Stevenson;Quebec;Quebec;Small Business;Office Supplies;Appliances;Euro Pro Shark Stick Mini Vacuum;Large Box;0,59;06/10/2009
584;4004;06/05/2010;Medium;14;63,52;0,1;Regular Air;8,66;4,84;0,71;Sheri Gordon;Quebec;Quebec;Corporate;Office Supplies;Pens & Art Supplies;*Staples* Highlighting Markers;Wrap Bag;0,52;09/05/2010
599;4096;02/07/2012;Not Specified;21;128,28;0,04;Regular Air;53,58;6,3;0,5;Bill Eplett;Quebec;Quebec;Corporate;Office Supplies;Labels;Avery 51;Small Box;0,39;03/07/2012
682;4769;13/04/2011;Not Specified;41;117,4;0,01;Regular Air;48,63;2,88;0,5;Ben Wallace;Quebec;Quebec;Home Office;Office Supplies;Labels;Avery 49;Small Box;0,36;14/04/2011
688;4800;05/01/2012;Low;4;41,94;0,05;Regular Air;-26,17;8,04;8,94;Max Engle;Quebec;Quebec;Corporate;Office Supplies;Binders and Binder Accessories;Fellowes Twister Kit, Gray/Clear, 3/pkg;Small Box;0,4;12/01/2012
778;5543;24/09/2010;Medium;15;703,54;0,04;Regular Air;138,46;48,58;3,99;Fred Chung;Quebec;Quebec;Corporate;Office Supplies;Appliances;Belkin Premiere Surge Master II 8-outlet surge protector;Small Box;0,56;26/09/2010
789;5636;15/02/2011;Medium;23;138,17;0;Regular Air;-1,09;5,85;2,27;Dennis Kane;Quebec;Quebec;Small Business;Office Supplies;Pens & Art Supplies;Dixon My First Ticonderoga Pencil, #2;Wrap Bag;0,56;17/02/2011
843;6050;28/03/2010;Low;3;261,94;0,06;Delivery Truck;-219,78;80,97;33,6;Phillip Flathmann;Quebec;Quebec;Small Business;Technology;Office Machines;Lexmark Z25 Color Inkjet Printer;Jumbo Drum;0,37;04/04/2010
857;6148;24/12/2011;Medium;50;510,56;0,05;Regular Air;-29,40;10,64;5,16;Mathew Reese;Quebec;Quebec;Small Business;Furniture;Office Furnishings;Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry;Small Box;0,57;25/12/2011
930;6727;29/08/2009;Low;12;33,43;0,06;Regular Air;8,47;2,89;0,5;Stuart Van;Quebec;Quebec;Consumer;Office Supplies;Labels;Avery 498;Small Box;0,38;29/08/2009
979;7079;08/02/2010;Medium;44;12296,49;0,01;Delivery Truck;-416,70;280,98;57;Brenda Bowman;Quebec;Quebec;Small Business;Furniture;Chairs & Chairmats;Hon 2090 ?Pillow Soft? Series Mid Back Swivel/Tilt Chairs;Jumbo Drum;0,78;09/02/2010
1005;7301;28/12/2010;Low;17;959,089;0,06;Regular Air;124,99;65,99;2,5;Logan Haushalter;Quebec;Quebec;Corporate;Technology;Telephones and Communication;6000;Small Box;0,55;14/01/2011
1041;7623;28/10/2009;Critical;18;5459,32;0,03;Regular Air;1603,12;300,65;24,49;Sheri Gordon;Quebec;Quebec;Corporate;Office Supplies;Appliances;Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room;Large Box;0,52;30/10/2009
1084;8000;19/09/2010;Low;10;149,25;0,08;Regular Air;-26,81;15,01;8,4;John Stevenson;Quebec;Quebec;Small Business;Office Supplies;Binders and Binder Accessories;GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb;Small Box;0,39;21/09/2010
1097;8039;23/08/2012;Medium;37;1199,7;0,01;Regular Air;3,22;30,98;19,51;Phillip Flathmann;Quebec;Quebec;Small Business;Office Supplies;Envelopes;Staples Colored Interoffice Envelopes;Small Box;0,36;24/08/2012
1112;8162;07/10/2009;Medium;25;670,39;0,03;Regular Air;-82,26;27,48;4;Mathew Reese;Quebec;Quebec;Small Business;Technology;Computer Peripherals;Belkin MediaBoard 104- Keyboard;Small Box;0,75;08/10/2009
1211;8870;05/03/2010;Not Specified;15;441,58;0,07;Regular Air;117,39;30,98;5,09;Mathew Reese;Quebec;Quebec;Small Business;Office Supplies;Paper;Xerox 19;Small Box;0,4;06/03/2010
1275;9253;30/01/2012;Critical;36;1644,22;0,05;Regular Air;563,09;46,94;6,77;Daniel Lacy;Quebec;Quebec;Small Business;Furniture;Office Furnishings;"Howard Miller 13"" Diameter Goldtone Round Wall Clock";Small Box;0,44;01/02/2012
1490;10722;19/01/2011;Not Specified;8;40,26;0,01;Regular Air;-27,44;4,28;5,68;Dorris Love;Quebec;Quebec;Home Office;Office Supplies;Paper;Xerox 199;Small Box;0,4;21/01/2011
1595;11527;02/07/2009;Medium;45;4629,67;0,04;Regular Air;2860,71;99,23;8,99;Ben Wallace;Quebec;Quebec;Home Office;Furniture;Office Furnishings;"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box";Small Pack;0,35;04/07/2009
1613;11683;07/02/2012;Not Specified;28;1650,411;0,03;Regular Air;335,08;65,99;5,99;Fred Chung;Quebec;Quebec;Corporate;Technology;Telephones and Communication;i1000;Small Box;0,58;07/02/2012
1730;12448;08/11/2011;Critical;33;240,27;0,07;Regular Air;-269,80;7,38;11,51;Dennis Kane;Quebec;Quebec;Small Business;Office Supplies;Binders and Binder Accessories;GBC Plastic Binding Combs;Small Box;0,36;11/11/2011
1816;13028;08/04/2009;Critical;39;1357,53;0,05;Regular Air;562,92;35,44;5,09;Stuart Van;Quebec;Quebec;Consumer;Office Supplies;Paper;Xerox 1932;Small Box;0,38;09/04/2009
1835;13156;05/10/2011;Low;12;502,01;0,04;Regular Air;159,73;39,98;9,2;Jennifer Ferguson;Quebec;Quebec;Corporate;Furniture;Office Furnishings;Eldon Radial Chair Mat for Low to Medium Pile Carpets;Wrap Bag;0,65;10/10/2011
1840;13252;22/03/2009;Not Specified;44;7312,86;0,03;Delivery Truck;1279,37;160,98;30;Pamela Stobb;Quebec;Quebec;Consumer;Furniture;Chairs & Chairmats;Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;Jumbo Drum;0,62;25/03/2009
1879;13540;23/05/2010;High;33;121;0,09;Regular Air;51,21;3,75;0,5;Theresa Swint;Quebec;Quebec;Consumer;Office Supplies;Labels;Avery 510;Small Box;0,37;25/05/2010
1968;14081;06/10/2010;High;31;1476,12;0,03;Delivery Truck;-1401,17;44,43;46,59;Alan Haines;Quebec;Quebec;Home Office;Furniture;Tables;Hon 61000 Series Interactive Training Tables;Jumbo Box;0,67;07/10/2010
1969;14086;20/10/2010;Low;13;1764,97;0,07;Delivery Truck;-383,50;130,98;54,74;Alan Haines;Quebec;Quebec;Consumer;Furniture;Bookcases;O'Sullivan Elevations Bookcase, Cherry Finish;Jumbo Box;0,69;25/10/2010
2025;14435;01/12/2012;Not Specified;41;3731,59;0;Delivery Truck;-605,52;89,99;42;Dennis Kane;Quebec;Quebec;Small Business;Furniture;Chairs & Chairmats;Global Leather Task Chair, Black;Jumbo Drum;0,66;02/12/2012
2064;14784;14/03/2012;Medium;43;2009,05;0,04;Delivery Truck;33,99;44,43;46,59;Brenda Bowman;Quebec;Quebec;Small Business;Furniture;Tables;Hon 61000 Series Interactive Training Tables;Jumbo Box;0,67;15/03/2012
2136;15264;17/11/2011;Medium;3;3581,52;0,07;Regular Air;-408,22;1270,99;19,99;Ben Wallace;Quebec;Quebec;Home Office;Office Supplies;Binders and Binder Accessories;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;Small Box;0,35;19/11/2011
2273;16352;30/07/2012;Medium;16;113,25;0,03;Regular Air;-43,43;6,48;6,65;Logan Haushalter;Quebec;Quebec;Corporate;Office Supplies;Paper;Xerox 1966;Small Box;0,36;01/08/2012
2289;16513;03/09/2010;Critical;10;1642,43;0,02;Delivery Truck;-423,20;150,89;60,2;Dennis Kane;Quebec;Quebec;Small Business;Furniture;Chairs & Chairmats;Global Leather & Oak Executive Chair, Burgundy;Jumbo Drum;0,77;04/09/2010
2302;16582;01/10/2011;Critical;26;6766,856;0,02;Delivery Truck;-774,89;320,64;43,57;Katherine Nockton;Quebec;Quebec;Home Office;Furniture;Tables;"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table";Jumbo Box;0,63;03/10/2011
2307;16640;27/07/2010;Low;6;652,33;0,09;Delivery Truck;-227,51;113,98;30;Stewart Visinsky;Quebec;Quebec;Corporate;Furniture;Chairs & Chairmats;Hon Comfortask© Task/Swivel Chairs;Jumbo Drum;0,69;29/07/2010
2321;16711;25/04/2012;Not Specified;3;3,96;0,1;Regular Air;-1,72;1,14;0,7;Jeremy Farry;Quebec;Quebec;Small Business;Office Supplies;Rubber Bands;OIC Thumb-Tacks;Wrap Bag;0,38;27/04/2012
2375;17218;23/07/2012;Critical;32;157,85;0,06;Regular Air;22,54;5,18;2,04;Clay Ludtke;Quebec;Quebec;Consumer;Office Supplies;Paper;Array© Memo Cubes;Wrap Bag;0,36;25/07/2012
2381;17255;14/07/2010;Not Specified;17;158,19;0,09;Regular Air;-75,22;9,38;7,28;Dorris Love;Quebec;Quebec;Home Office;Office Supplies;Storage & Organization;Staples File Caddy;Small Box;0,57;15/07/2010
2392;17317;03/12/2009;Not Specified;7;34,66;0,06;Regular Air;-20,87;4,42;4,99;Laurel Elliston;Quebec;Quebec;Corporate;Office Supplies;Envelopes;Grip Seal Envelopes;Small Box;0,38;05/12/2009
2405;17414;29/06/2012;High;39;3755,43;0,07;Regular Air;448,07;99,99;19,99;Katherine Nockton;Quebec;Quebec;Corporate;Technology;Computer Peripherals;US Robotics 56K V.92 External Faxmodem;Small Box;0,52;01/07/2012
2408;17446;09/06/2009;Critical;15;138,84;0;Express Air;8,75;8,34;2,64;Ben Wallace;Quebec;Quebec;Home Office;Office Supplies;Scissors, Rulers and Trimmers;Acme© Elite Stainless Steel Scissors;Small Pack;0,59;11/06/2009
2446;17765;15/09/2011;Not Specified;36;79,02;0,08;Regular Air;-192,68;2,16;6,05;Dennis Kane;Quebec;Quebec;Small Business;Office Supplies;Binders and Binder Accessories;Peel & Stick Add-On Corner Pockets;Small Box;0,37;15/09/2011
2471;17958;11/08/2011;Low;33;1053,74;0,07;Regular Air;359,53;32,48;7,09;Jasper Cacioppo;Quebec;Quebec;Home Office;Furniture;Office Furnishings;"Computer Room Manger, 14""";Small Box;0,49;15/08/2011
2534;18375;22/09/2011;Low;20;76,89;0,03;Regular Air;31,64;3,75;0,5;Theresa Swint;Quebec;Quebec;Small Business;Office Supplies;Labels;Avery 510;Small Box;0,37;26/09/2011
2566;18532;20/10/2011;Not Specified;29;230,77;0,09;Regular Air;-146,24;8,45;7,77;Jasper Cacioppo;Quebec;Quebec;Home Office;Office Supplies;Scissors, Rulers and Trimmers;"Elite 5"" Scissors";Small Pack;0,55;21/10/2011
2583;18627;20/12/2010;Medium;4;15,7;0,01;Regular Air;0,71;3,69;0,5;Phillip Flathmann;Quebec;Quebec;Small Business;Office Supplies;Labels;Avery 487;Small Box;0,38;21/12/2010
2603;18816;24/02/2009;Critical;12;580,46;0,03;Express Air;108,96;48,58;3,99;Jeremy Lonsdale;Quebec;Quebec;Corporate;Office Supplies;Appliances;Belkin Premiere Surge Master II 8-outlet surge protector;Small Box;0,56;26/02/2009
2610;18852;19/09/2011;High;17;351,25;0,01;Express Air;80,73;19,98;5,97;Theresa Swint;Quebec;Quebec;Small Business;Office Supplies;Paper;Xerox 1936;Small Box;0,38;21/09/2011
2670;19329;07/03/2010;Not Specified;37;281,59;0,07;Regular Air;-6,39;7,96;4,95;Max Engle;Quebec;Quebec;Corporate;Furniture;Office Furnishings;Staples Plastic Wall Frames;Small Box;0,41;09/03/2010
2697;19522;20/10/2009;Medium;44;161,8;0,06;Regular Air;21,34;3,8;1,49;Alan Haines;Quebec;Quebec;Consumer;Office Supplies;Binders and Binder Accessories;Durable Pressboard Binders;Small Box;0,38;21/10/2009
2743;19811;08/08/2011;Low;49;450,66;0,01;Express Air;-115,10;8,57;6,14;Mitch Webber;Quebec;Quebec;Corporate;Office Supplies;Scissors, Rulers and Trimmers;Acme© Office Executive Series Stainless Steel Trimmers;Small Pack;0,59;13/08/2011
2748;19841;26/12/2010;Low;17;213,06;0,03;Regular Air;-31,74;11,97;5,81;Tom Stivers;Quebec;Quebec;Corporate;Office Supplies;Pens & Art Supplies;Staples SlimLine Pencil Sharpener;Small Pack;0,6;22/01/2011
2752;19874;08/06/2012;High;31;310,46;0;Regular Air;-182,52;9,71;9,45;Mathew Reese;Quebec;Quebec;Small Business;Office Supplies;Storage & Organization;Filing/Storage Totes and Swivel Casters;Small Box;0,6;09/06/2012
2780;20068;28/02/2011;Critical;9;53,18;0,09;Regular Air;-46,13;5,53;6,98;Carol Triggs;Quebec;Quebec;Home Office;Office Supplies;Binders and Binder Accessories;Avery Durable Poly Binders;Small Box;0,39;01/03/2011
2797;20162;08/02/2009;Medium;38;607,42;0,03;Regular Air;-254,14;15,16;15,09;Helen Wasserman;Quebec;Quebec;Home Office;Office Supplies;Binders and Binder Accessories;GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack;Small Box;0,39;09/02/2009
2820;20354;19/09/2012;Critical;24;76,06;0,02;Regular Air;30,03;3,15;0,49;Logan Haushalter;Quebec;Quebec;Corporate;Office Supplies;Labels;Self-Adhesive Removable Labels;Small Box;0,37;21/09/2012
2821;20384;25/10/2011;Low;30;396,6;0,08;Regular Air;-148,26;14,03;9,37;Mitch Webber;Quebec;Quebec;Corporate;Office Supplies;Storage & Organization;Project Tote Personal File;Small Box;0,56;01/11/2011
2872;20710;29/11/2009;High;31;180,7;0,1;Regular Air;-94,61;5,98;3,85;Dennis Kane;Quebec;Quebec;Small Business;Technology;Computer Peripherals;"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack";Small Pack;0,68;30/11/2009
2900;20934;20/01/2010;Critical;5;1253,89;0,09;Delivery Truck;-577,48;264,98;17,86;Bill Eplett;Quebec;Quebec;Corporate;Technology;Office Machines;Panasonic KX-P1131 Dot Matrix Printer;Jumbo Drum;0,58;21/01/2010
2915;21057;03/02/2011;Low;28;1103,67;0,04;Regular Air;253,61;39,48;1,99;Justin MacKendrick;Quebec;Quebec;Corporate;Technology;Computer Peripherals;80 Minute CD-R Spindle, 100/Pack - Staples;Small Pack;0,54;10/02/2011
2925;21190;28/05/2009;Medium;28;1062,69;0,01;Regular Air;401,80;35,94;6,66;Aaron Smayling;Quebec;Quebec;Small Business;Office Supplies;Envelopes;Tyvek © Top-Opening Peel & Seel © Envelopes, Gray;Small Box;0,4;28/05/2009
2977;21505;03/12/2012;Low;3;912,35;0,07;Delivery Truck;-379,22;284,98;69,55;Jennifer Ferguson;Quebec;Quebec;Home Office;Furniture;Chairs & Chairmats;Global Commerce? Series High-Back Swivel/Tilt Chairs;Jumbo Drum;0,6;03/12/2012
3076;22055;23/09/2012;Medium;40;6147,24;0,05;Delivery Truck;632,98;160,98;30;Stewart Visinsky;Quebec;Quebec;Corporate;Furniture;Chairs & Chairmats;Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;Jumbo Drum;0,62;25/09/2012
3114;22371;04/04/2009;High;8;70,55;0;Regular Air;-66,17;7,38;11,51;Phillip Flathmann;Quebec;Quebec;Small Business;Office Supplies;Binders and Binder Accessories;GBC Plastic Binding Combs;Small Box;0,36;05/04/2009
3137;22498;09/11/2010;Critical;20;34,94;0,05;Regular Air;-30,70;1,7;1,99;Sarah Brown;Quebec;Quebec;Consumer;Technology;Computer Peripherals;BASF Silver 74 Minute CD-R;Small Pack;0,51;10/11/2010
3145;22562;27/03/2009;Medium;46;9304,2;0,08;Delivery Truck;1981,17;213,45;14,7;Jennifer Ferguson;Quebec;Quebec;Home Office;Technology;Office Machines;Panasonic KX-P2130 Dot Matrix Printer;Jumbo Drum;0,59;29/03/2009
3270;23392;16/08/2009;Medium;24;4276,096;0;Regular Air;-505,98;209,37;69;Jennifer Ferguson;Quebec;Quebec;Home Office;Furniture;Tables;Hon 2111 Invitation? Series Corner Table;Large Box;0,79;18/08/2009
3327;23782;10/01/2010;Low;46;21390,44;0,09;Delivery Truck;5365,43;500,98;26;Justin MacKendrick;Quebec;Quebec;Corporate;Furniture;Chairs & Chairmats;Global Troy? Executive Leather Low-Back Tilter;Jumbo Drum;0,6;10/01/2010
3367;24069;16/07/2010;Low;21;7981,2;0,02;Delivery Truck;-592,52;376,13;85,63;Anne Pryor;Quebec;Quebec;Home Office;Furniture;Tables;Bretford Rectangular Conference Table Tops;Jumbo Box;0,74;23/07/2010
3377;24099;20/05/2011;Not Specified;6;205,24;0,01;Regular Air;-135,51;30,98;6,5;Max Engle;Quebec;Quebec;Corporate;Technology;Computer Peripherals;Logitech Internet Navigator Keyboard;Small Box;0,79;21/05/2011
3401;24228;17/07/2009;Low;31;60,64;0,05;Regular Air;-66,62;1,86;2,58;Anne Pryor;Quebec;Quebec;Home Office;Office Supplies;Rubber Bands;Super Bands, 12/Pack;Wrap Bag;0,82;21/07/2009
3402;24231;07/08/2009;Not Specified;48;2482,034;0,08;Regular Air;421,89;65,99;5,92;Dennis Kane;Quebec;Quebec;Small Business;Technology;Telephones and Communication;i500plus;Small Box;0,58;07/08/2009
3452;24613;16/07/2012;Low;16;9695,84;0;Regular Air;2752,11;599,99;24,49;Jasper Cacioppo;Quebec;Quebec;Home Office;Technology;Copiers and Fax;Hewlett Packard LaserJet 3310 Copier;Large Box;0,37;25/07/2012
3462;24647;04/06/2009;Not Specified;3;3029,97;0;Regular Air;-1820,00;999,99;13,99;Mitch Webber;Quebec;Quebec;Corporate;Technology;Office Machines;Polycom Soundstation EX Audio-Conferencing Telephone, Black;Medium Box;0,36;06/06/2009
3464;24672;17/03/2012;Medium;5;44,17;0,02;Regular Air;23,41;7,59;4;Stuart Van;Quebec;Quebec;Consumer;Furniture;Office Furnishings;Master Giant Foot© Doorstop, Safety Yellow;Wrap Bag;0,42;20/03/2012
3476;24740;10/01/2010;Medium;11;1091,47;0,04;Regular Air;160,48;92,23;39,61;Logan Haushalter;Quebec;Quebec;Corporate;Furniture;Office Furnishings;Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting;Medium Box;0,67;11/01/2010
3578;25479;28/04/2011;Critical;3;210,5025;0,04;Regular Air;-315,33;85,99;1,25;Bill Eplett;Quebec;Quebec;Corporate;Technology;Telephones and Communication;Accessory8;Small Pack;0,39;28/04/2011
3635;25985;02/09/2012;Low;50;230,63;0,1;Regular Air;-39,71;4,91;3,05;Tony Sayre;Quebec;Quebec;Small Business;Furniture;Office Furnishings;Ultra Door Push Plate;Small Pack;0,52;04/09/2012
3683;26341;28/07/2010;Critical;8;1095,27;0,03;Delivery Truck;-281,22;124,49;51,94;Karen Ferguson;Quebec;Quebec;Corporate;Furniture;Tables;Bevis 36 x 72 Conference Tables;Jumbo Box;0,63;30/07/2010
3695;26407;19/06/2012;Critical;34;9522,12;0,04;Regular Air;171,30;279,48;35;Karen Ferguson;Quebec;Quebec;Home Office;Office Supplies;Storage & Organization;Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units;Large Box;0,8;21/06/2012
3697;26432;30/12/2009;Low;37;1420,89;0,06;Regular Air;389,67;38,06;4,5;Logan Haushalter;Quebec;Quebec;Corporate;Office Supplies;Appliances;Fellowes Superior 10 Outlet Split Surge Protector;Small Box;0,56;06/01/2010
3726;26630;27/11/2010;High;9;65,67;0,02;Regular Air;-35,20;6,48;7,37;Logan Haushalter;Quebec;Quebec;Corporate;Office Supplies;Paper;Xerox 210;Small Box;0,37;29/11/2010
3730;26660;18/03/2012;Medium;1;10,23;0,1;Regular Air;-4,22;8,95;2,01;Carol Triggs;Quebec;Quebec;Home Office;Office Supplies;Paper;"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""";Wrap Bag;0,39;18/03/2012
3754;26818;08/01/2012;Not Specified;23;202,84;0,05;Regular Air;-19,48;8,85;5,6;Dionis Lloyd;Quebec;Quebec;Small Business;Office Supplies;Binders and Binder Accessories;GBC Standard Plastic Binding Systems Combs;Small Box;0,36;09/01/2012
3790;27011;30/12/2010;Medium;5;53,66;0,09;Regular Air;5,69;10,94;1,39;Anne Pryor;Quebec;Quebec;Home Office;Office Supplies;Envelopes;White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes;Small Box;0,35;30/12/2010
3903;27841;16/09/2012;High;33;67,85;0,05;Regular Air;1,05;2,1;0,7;Caroline Jumper;Quebec;Quebec;Corporate;Office Supplies;Pens & Art Supplies;Sanford EarthWrite© Recycled Pencils, Medium Soft, #2;Wrap Bag;0,57;18/09/2012
4003;28581;07/12/2011;Medium;1;36,4;0,06;Regular Air;-41,56;24,92;12,98;Carol Triggs;Quebec;Quebec;Home Office;Office Supplies;Binders and Binder Accessories;GBC Standard Therm-A-Bind Covers;Small Box;0,39;09/12/2011
4008;28611;27/12/2012;Low;30;15337,58;0,1;Regular Air;6670,41;525,98;19,99;Alan Haines;Quebec;Quebec;Consumer;Office Supplies;Binders and Binder Accessories;GBC DocuBind 300 Electric Binding Machine;Small Box;0,37;30/12/2012
4015;28647;14/03/2009;Critical;38;5679,59;0,09;Express Air;-1763,75;154,13;69;Carol Triggs;Quebec;Quebec;Corporate;Furniture;Tables;Laminate Occasional Tables;Large Box;0,68;15/03/2009
4018;28736;21/04/2009;High;26;1029,29;0,06;Regular Air;109,16;40,99;17,48;Lindsay Castell;Quebec;Quebec;Small Business;Office Supplies;Paper;Xerox 1893;Small Box;0,36;21/04/2009
4041;28835;31/03/2012;Not Specified;1;184,18;0,08;Regular Air;-112,44;178,47;19,99;Phillip Flathmann;Quebec;Quebec;Small Business;Office Supplies;Storage & Organization;Hot File© 7-Pocket, Floor Stand;Small Box;0,55;02/04/2012
4106;29220;29/12/2012;Medium;36;12690,33;0,08;Express Air;5045,30;367,99;19,99;Logan Haushalter;Quebec;Quebec;Corporate;Office Supplies;Binders and Binder Accessories;Ibico Ibimaster 300 Manual Binding System;Small Box;0,4;29/12/2012
4235;30114;16/08/2010;Low;7;4667,28;0,09;Express Air;-362,88;699,99;24,49;Caroline Jumper;Quebec;Quebec;Corporate;Technology;Copiers and Fax;Canon PC1060 Personal Laser Copier;Large Box;0,41;23/08/2010
4258;30336;29/01/2010;Medium;28;5155,07;0,06;Regular Air;368,79;193,17;19,99;Caroline Jumper;Quebec;Quebec;Corporate;Office Supplies;Storage & Organization;Fellowes Staxonsteel© Drawer Files;Small Box;0,71;31/01/2010
4312;30725;28/12/2009;Medium;39;16468,55;0,08;Delivery Truck;5638,75;449,99;49;Dennis Kane;Quebec;Quebec;Small Business;Technology;Copiers and Fax;Canon PC940 Copier;Jumbo Drum;0,38;29/12/2009
4319;30784;07/05/2012;Medium;10;707,3;0,06;Delivery Truck;-127,94;70,98;26,74;Tom Stivers;Quebec;Quebec;Small Business;Furniture;Bookcases;Hon Metal Bookcases, Black;Jumbo Box;0,6;09/05/2012
4351;31040;14/09/2010;Not Specified;23;872,97;0,1;Regular Air;-22,63;39,98;4;Caroline Jumper;Quebec;Quebec;Corporate;Technology;Computer Peripherals;Microsoft Natural Keyboard Elite;Small Box;0,7;16/09/2010
4469;31846;13/08/2011;Critical;7;261,17;0,03;Delivery Truck;-78,84;33,94;19,19;Jennifer Ferguson;Quebec;Quebec;Home Office;Furniture;Chairs & Chairmats;Metal Folding Chairs, Beige, 4/Carton;Jumbo Drum;0,58;15/08/2011
4503;32038;17/06/2009;Low;26;342,4;0;Express Air;-14,06;11,7;6,96;Stuart Van;Quebec;Quebec;Consumer;Office Supplies;Appliances;Harmony HEPA Quiet Air Purifiers;Medium Box;0,5;19/06/2009
4504;32065;02/12/2011;Medium;25;450,28;0,09;Regular Air;-12,35;17,98;8,51;Laurel Elliston;Quebec;Quebec;Corporate;Technology;Office Machines;Canon P1-DHIII Palm Printing Calculator;Medium Box;0,4;03/12/2011
4545;32326;31/10/2010;High;50;929,81;0,09;Regular Air;-188,41;19,99;11,17;Jason Klamczynski;Quebec;Quebec;Small Business;Furniture;Office Furnishings;Telescoping Adjustable Floor Lamp;Large Box;0,6;01/11/2010
4584;32613;16/12/2011;Low;31;1359,74;0,01;Express Air;202,33;43,98;8,99;Michael Chen;Quebec;Quebec;Consumer;Office Supplies;Pens & Art Supplies;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;Small Pack;0,58;23/12/2011
4598;32741;15/02/2009;Low;13;136,24;0,07;Regular Air;-81,77;9,71;9,45;Bill Eplett;Quebec;Quebec;Corporate;Office Supplies;Storage & Organization;Filing/Storage Totes and Swivel Casters;Small Box;0,6;22/02/2009
4624;32903;26/07/2012;Low;31;454,58;0,07;Regular Air;-118,75;15,31;8,78;Daniel Lacy;Quebec;Quebec;Small Business;Office Supplies;Storage & Organization;Eldon Jumbo ProFile? Portable File Boxes Graphite/Black;Small Box;0,57;02/08/2012
4642;33031;24/08/2012;High;24;550,68;0,08;Delivery Truck;-134,63;23,99;15,68;Tony Sayre;Quebec;Quebec;Home Office;Furniture;Office Furnishings;Westinghouse Floor Lamp with Metal Mesh Shade, Black;Jumbo Drum;0,62;26/08/2012
